,image,mask
14210,images5\11745.png,labels5\11745.png
17409,images6\14944.png,labels6\14944.png
15575,images6\13110.png,labels6\13110.png
22197,images8\19732.png,labels8\19732.png
12086,images4\09621.png,labels4\09621.png
23651,images9\21186.png,labels9\21186.png
6241,images2\03776.png,labels2\03776.png
23157,images9\20692.png,labels9\20692.png
9837,images3\07372.png,labels3\07372.png
16560,images6\14095.png,labels6\14095.png
16964,images6\14499.png,labels6\14499.png
6318,images2\03853.png,labels2\03853.png
3595,images10\23596.png,labels10\23596.png
6228,images2\03763.png,labels2\03763.png
21638,images8\19173.png,labels8\19173.png
17938,images7\15473.png,labels7\15473.png
4315,images10\24316.png,labels10\24316.png
14003,images5\11538.png,labels5\11538.png
5354,images2\02889.png,labels2\02889.png
2108,images1\02109.png,labels1\02109.png
7746,images3\05281.png,labels3\05281.png
12767,images5\10302.png,labels5\10302.png
1489,images1\01490.png,labels1\01490.png
4188,images10\24189.png,labels10\24189.png
1685,images1\01686.png,labels1\01686.png
16543,images6\14078.png,labels6\14078.png
19168,images7\16703.png,labels7\16703.png
15032,images6\12567.png,labels6\12567.png
4222,images10\24223.png,labels10\24223.png
7948,images3\05483.png,labels3\05483.png
12071,images4\09606.png,labels4\09606.png
21377,images8\18912.png,labels8\18912.png
14269,images5\11804.png,labels5\11804.png
22328,images8\19863.png,labels8\19863.png
1915,images1\01916.png,labels1\01916.png
24290,images9\21825.png,labels9\21825.png
3536,images10\23537.png,labels10\23537.png
4262,images10\24263.png,labels10\24263.png
15515,images6\13050.png,labels6\13050.png
23638,images9\21173.png,labels9\21173.png
15003,images6\12538.png,labels6\12538.png
5069,images2\02604.png,labels2\02604.png
13202,images5\10737.png,labels5\10737.png
4732,images10\24733.png,labels10\24733.png
23193,images9\20728.png,labels9\20728.png
6090,images2\03625.png,labels2\03625.png
1213,images1\01214.png,labels1\01214.png
109,images1\00110.png,labels1\00110.png
7712,images3\05247.png,labels3\05247.png
21208,images8\18743.png,labels8\18743.png
4718,images10\24719.png,labels10\24719.png
22426,images8\19961.png,labels8\19961.png
12774,images5\10309.png,labels5\10309.png
17599,images7\15134.png,labels7\15134.png
279,images1\00280.png,labels1\00280.png
10598,images4\08133.png,labels4\08133.png
8354,images3\05889.png,labels3\05889.png
8910,images3\06445.png,labels3\06445.png
5855,images2\03390.png,labels2\03390.png
15154,images6\12689.png,labels6\12689.png
284,images1\00285.png,labels1\00285.png
24452,images9\21987.png,labels9\21987.png
15715,images6\13250.png,labels6\13250.png
17931,images7\15466.png,labels7\15466.png
21017,images8\18552.png,labels8\18552.png
23501,images9\21036.png,labels9\21036.png
9664,images3\07199.png,labels3\07199.png
15846,images6\13381.png,labels6\13381.png
5448,images2\02983.png,labels2\02983.png
24380,images9\21915.png,labels9\21915.png
2551,images10\22552.png,labels10\22552.png
19013,images7\16548.png,labels7\16548.png
23797,images9\21332.png,labels9\21332.png
6122,images2\03657.png,labels2\03657.png
5563,images2\03098.png,labels2\03098.png
9004,images3\06539.png,labels3\06539.png
4520,images10\24521.png,labels10\24521.png
5013,images2\02548.png,labels2\02548.png
3293,images10\23294.png,labels10\23294.png
7650,images3\05185.png,labels3\05185.png
9569,images3\07104.png,labels3\07104.png
3706,images10\23707.png,labels10\23707.png
9345,images3\06880.png,labels3\06880.png
12979,images5\10514.png,labels5\10514.png
8094,images3\05629.png,labels3\05629.png
21443,images8\18978.png,labels8\18978.png
6866,images2\04401.png,labels2\04401.png
11883,images4\09418.png,labels4\09418.png
15743,images6\13278.png,labels6\13278.png
15558,images6\13093.png,labels6\13093.png
19497,images7\17032.png,labels7\17032.png
5962,images2\03497.png,labels2\03497.png
981,images1\00982.png,labels1\00982.png
12247,images4\09782.png,labels4\09782.png
23681,images9\21216.png,labels9\21216.png
16573,images6\14108.png,labels6\14108.png
9432,images3\06967.png,labels3\06967.png
8707,images3\06242.png,labels3\06242.png
11691,images4\09226.png,labels4\09226.png
13468,images5\11003.png,labels5\11003.png
10727,images4\08262.png,labels4\08262.png
11635,images4\09170.png,labels4\09170.png
3852,images10\23853.png,labels10\23853.png
11962,images4\09497.png,labels4\09497.png
7819,images3\05354.png,labels3\05354.png
16066,images6\13601.png,labels6\13601.png
22382,images8\19917.png,labels8\19917.png
10953,images4\08488.png,labels4\08488.png
20286,images8\17821.png,labels8\17821.png
7119,images2\04654.png,labels2\04654.png
23569,images9\21104.png,labels9\21104.png
13194,images5\10729.png,labels5\10729.png
4012,images10\24013.png,labels10\24013.png
19297,images7\16832.png,labels7\16832.png
14302,images5\11837.png,labels5\11837.png
16834,images6\14369.png,labels6\14369.png
21323,images8\18858.png,labels8\18858.png
14469,images5\12004.png,labels5\12004.png
13417,images5\10952.png,labels5\10952.png
14438,images5\11973.png,labels5\11973.png
5605,images2\03140.png,labels2\03140.png
7485,images3\05020.png,labels3\05020.png
18886,images7\16421.png,labels7\16421.png
18729,images7\16264.png,labels7\16264.png
13550,images5\11085.png,labels5\11085.png
11309,images4\08844.png,labels4\08844.png
14331,images5\11866.png,labels5\11866.png
21855,images8\19390.png,labels8\19390.png
16327,images6\13862.png,labels6\13862.png
9083,images3\06618.png,labels3\06618.png
2179,images1\02180.png,labels1\02180.png
17645,images7\15180.png,labels7\15180.png
7164,images2\04699.png,labels2\04699.png
8222,images3\05757.png,labels3\05757.png
8556,images3\06091.png,labels3\06091.png
418,images1\00419.png,labels1\00419.png
21988,images8\19523.png,labels8\19523.png
8340,images3\05875.png,labels3\05875.png
3521,images10\23522.png,labels10\23522.png
7456,images2\04991.png,labels2\04991.png
6831,images2\04366.png,labels2\04366.png
4517,images10\24518.png,labels10\24518.png
10338,images4\07873.png,labels4\07873.png
13657,images5\11192.png,labels5\11192.png
17819,images7\15354.png,labels7\15354.png
861,images1\00862.png,labels1\00862.png
6464,images2\03999.png,labels2\03999.png
1668,images1\01669.png,labels1\01669.png
15711,images6\13246.png,labels6\13246.png
18818,images7\16353.png,labels7\16353.png
9653,images3\07188.png,labels3\07188.png
10090,images4\07625.png,labels4\07625.png
8841,images3\06376.png,labels3\06376.png
13098,images5\10633.png,labels5\10633.png
21622,images8\19157.png,labels8\19157.png
17191,images6\14726.png,labels6\14726.png
12584,images5\10119.png,labels5\10119.png
11820,images4\09355.png,labels4\09355.png
15968,images6\13503.png,labels6\13503.png
16495,images6\14030.png,labels6\14030.png
23572,images9\21107.png,labels9\21107.png
16490,images6\14025.png,labels6\14025.png
9392,images3\06927.png,labels3\06927.png
20036,images8\17571.png,labels8\17571.png
3400,images10\23401.png,labels10\23401.png
5193,images2\02728.png,labels2\02728.png
10227,images4\07762.png,labels4\07762.png
19129,images7\16664.png,labels7\16664.png
11471,images4\09006.png,labels4\09006.png
12302,images4\09837.png,labels4\09837.png
2998,images10\22999.png,labels10\22999.png
23607,images9\21142.png,labels9\21142.png
8413,images3\05948.png,labels3\05948.png
18314,images7\15849.png,labels7\15849.png
999,images1\01000.png,labels1\01000.png
23921,images9\21456.png,labels9\21456.png
37,images1\00038.png,labels1\00038.png
5358,images2\02893.png,labels2\02893.png
9977,images4\07512.png,labels4\07512.png
1983,images1\01984.png,labels1\01984.png
18914,images7\16449.png,labels7\16449.png
5469,images2\03004.png,labels2\03004.png
15115,images6\12650.png,labels6\12650.png
856,images1\00857.png,labels1\00857.png
14717,images5\12252.png,labels5\12252.png
6039,images2\03574.png,labels2\03574.png
8926,images3\06461.png,labels3\06461.png
21634,images8\19169.png,labels8\19169.png
8820,images3\06355.png,labels3\06355.png
13928,images5\11463.png,labels5\11463.png
9153,images3\06688.png,labels3\06688.png
24549,images9\22084.png,labels9\22084.png
9283,images3\06818.png,labels3\06818.png
16136,images6\13671.png,labels6\13671.png
1613,images1\01614.png,labels1\01614.png
9770,images3\07305.png,labels3\07305.png
9249,images3\06784.png,labels3\06784.png
4196,images10\24197.png,labels10\24197.png
23319,images9\20854.png,labels9\20854.png
10003,images4\07538.png,labels4\07538.png
15714,images6\13249.png,labels6\13249.png
18800,images7\16335.png,labels7\16335.png
24654,images9\22189.png,labels9\22189.png
17461,images6\14996.png,labels6\14996.png
4339,images10\24340.png,labels10\24340.png
22465,images8\20000.png,labels8\20000.png
24238,images9\21773.png,labels9\21773.png
21040,images8\18575.png,labels8\18575.png
12935,images5\10470.png,labels5\10470.png
17100,images6\14635.png,labels6\14635.png
5732,images2\03267.png,labels2\03267.png
22836,images9\20371.png,labels9\20371.png
20125,images8\17660.png,labels8\17660.png
11342,images4\08877.png,labels4\08877.png
16523,images6\14058.png,labels6\14058.png
22974,images9\20509.png,labels9\20509.png
10376,images4\07911.png,labels4\07911.png
11095,images4\08630.png,labels4\08630.png
14388,images5\11923.png,labels5\11923.png
14550,images5\12085.png,labels5\12085.png
23942,images9\21477.png,labels9\21477.png
23628,images9\21163.png,labels9\21163.png
21649,images8\19184.png,labels8\19184.png
1127,images1\01128.png,labels1\01128.png
18223,images7\15758.png,labels7\15758.png
6304,images2\03839.png,labels2\03839.png
4682,images10\24683.png,labels10\24683.png
17858,images7\15393.png,labels7\15393.png
9611,images3\07146.png,labels3\07146.png
7296,images2\04831.png,labels2\04831.png
18369,images7\15904.png,labels7\15904.png
5339,images2\02874.png,labels2\02874.png
16885,images6\14420.png,labels6\14420.png
7390,images2\04925.png,labels2\04925.png
4955,images10\24956.png,labels10\24956.png
5568,images2\03103.png,labels2\03103.png
1331,images1\01332.png,labels1\01332.png
14185,images5\11720.png,labels5\11720.png
16384,images6\13919.png,labels6\13919.png
3990,images10\23991.png,labels10\23991.png
8761,images3\06296.png,labels3\06296.png
20886,images8\18421.png,labels8\18421.png
16830,images6\14365.png,labels6\14365.png
1978,images1\01979.png,labels1\01979.png
1899,images1\01900.png,labels1\01900.png
13375,images5\10910.png,labels5\10910.png
7806,images3\05341.png,labels3\05341.png
21598,images8\19133.png,labels8\19133.png
15148,images6\12683.png,labels6\12683.png
17294,images6\14829.png,labels6\14829.png
22026,images8\19561.png,labels8\19561.png
4209,images10\24210.png,labels10\24210.png
24377,images9\21912.png,labels9\21912.png
16441,images6\13976.png,labels6\13976.png
528,images1\00529.png,labels1\00529.png
4803,images10\24804.png,labels10\24804.png
13667,images5\11202.png,labels5\11202.png
13533,images5\11068.png,labels5\11068.png
24331,images9\21866.png,labels9\21866.png
18269,images7\15804.png,labels7\15804.png
953,images1\00954.png,labels1\00954.png
7019,images2\04554.png,labels2\04554.png
13442,images5\10977.png,labels5\10977.png
11103,images4\08638.png,labels4\08638.png
12843,images5\10378.png,labels5\10378.png
24861,images9\22396.png,labels9\22396.png
1008,images1\01009.png,labels1\01009.png
17063,images6\14598.png,labels6\14598.png
15766,images6\13301.png,labels6\13301.png
17072,images6\14607.png,labels6\14607.png
21486,images8\19021.png,labels8\19021.png
10766,images4\08301.png,labels4\08301.png
1876,images1\01877.png,labels1\01877.png
1886,images1\01887.png,labels1\01887.png
11139,images4\08674.png,labels4\08674.png
20348,images8\17883.png,labels8\17883.png
24764,images9\22299.png,labels9\22299.png
6399,images2\03934.png,labels2\03934.png
681,images1\00682.png,labels1\00682.png
18549,images7\16084.png,labels7\16084.png
24049,images9\21584.png,labels9\21584.png
6329,images2\03864.png,labels2\03864.png
884,images1\00885.png,labels1\00885.png
13457,images5\10992.png,labels5\10992.png
24381,images9\21916.png,labels9\21916.png
10835,images4\08370.png,labels4\08370.png
13723,images5\11258.png,labels5\11258.png
4503,images10\24504.png,labels10\24504.png
8119,images3\05654.png,labels3\05654.png
10667,images4\08202.png,labels4\08202.png
6842,images2\04377.png,labels2\04377.png
10075,images4\07610.png,labels4\07610.png
11539,images4\09074.png,labels4\09074.png
427,images1\00428.png,labels1\00428.png
18490,images7\16025.png,labels7\16025.png
9370,images3\06905.png,labels3\06905.png
6685,images2\04220.png,labels2\04220.png
1966,images1\01967.png,labels1\01967.png
12951,images5\10486.png,labels5\10486.png
20715,images8\18250.png,labels8\18250.png
1855,images1\01856.png,labels1\01856.png
17233,images6\14768.png,labels6\14768.png
8470,images3\06005.png,labels3\06005.png
2524,images10\22525.png,labels10\22525.png
4613,images10\24614.png,labels10\24614.png
17549,images7\15084.png,labels7\15084.png
15843,images6\13378.png,labels6\13378.png
1462,images1\01463.png,labels1\01463.png
15366,images6\12901.png,labels6\12901.png
20244,images8\17779.png,labels8\17779.png
14963,images5\12498.png,labels5\12498.png
17176,images6\14711.png,labels6\14711.png
13826,images5\11361.png,labels5\11361.png
15627,images6\13162.png,labels6\13162.png
17847,images7\15382.png,labels7\15382.png
2267,images1\02268.png,labels1\02268.png
10512,images4\08047.png,labels4\08047.png
5416,images2\02951.png,labels2\02951.png
10795,images4\08330.png,labels4\08330.png
23637,images9\21172.png,labels9\21172.png
24592,images9\22127.png,labels9\22127.png
6622,images2\04157.png,labels2\04157.png
12669,images5\10204.png,labels5\10204.png
3588,images10\23589.png,labels10\23589.png
10191,images4\07726.png,labels4\07726.png
24656,images9\22191.png,labels9\22191.png
9395,images3\06930.png,labels3\06930.png
923,images1\00924.png,labels1\00924.png
713,images1\00714.png,labels1\00714.png
6459,images2\03994.png,labels2\03994.png
22077,images8\19612.png,labels8\19612.png
17517,images7\15052.png,labels7\15052.png
23367,images9\20902.png,labels9\20902.png
13914,images5\11449.png,labels5\11449.png
6817,images2\04352.png,labels2\04352.png
14522,images5\12057.png,labels5\12057.png
4498,images10\24499.png,labels10\24499.png
24004,images9\21539.png,labels9\21539.png
11482,images4\09017.png,labels4\09017.png
6043,images2\03578.png,labels2\03578.png
21127,images8\18662.png,labels8\18662.png
21629,images8\19164.png,labels8\19164.png
3490,images10\23491.png,labels10\23491.png
17076,images6\14611.png,labels6\14611.png
9583,images3\07118.png,labels3\07118.png
18161,images7\15696.png,labels7\15696.png
6761,images2\04296.png,labels2\04296.png
8589,images3\06124.png,labels3\06124.png
12869,images5\10404.png,labels5\10404.png
18475,images7\16010.png,labels7\16010.png
14236,images5\11771.png,labels5\11771.png
12386,images4\09921.png,labels4\09921.png
5366,images2\02901.png,labels2\02901.png
21444,images8\18979.png,labels8\18979.png
7673,images3\05208.png,labels3\05208.png
10544,images4\08079.png,labels4\08079.png
14744,images5\12279.png,labels5\12279.png
8166,images3\05701.png,labels3\05701.png
24669,images9\22204.png,labels9\22204.png
8823,images3\06358.png,labels3\06358.png
2563,images10\22564.png,labels10\22564.png
17105,images6\14640.png,labels6\14640.png
8790,images3\06325.png,labels3\06325.png
6092,images2\03627.png,labels2\03627.png
14610,images5\12145.png,labels5\12145.png
484,images1\00485.png,labels1\00485.png
22562,images9\20097.png,labels9\20097.png
23290,images9\20825.png,labels9\20825.png
17986,images7\15521.png,labels7\15521.png
9390,images3\06925.png,labels3\06925.png
4224,images10\24225.png,labels10\24225.png
13497,images5\11032.png,labels5\11032.png
21088,images8\18623.png,labels8\18623.png
6921,images2\04456.png,labels2\04456.png
7093,images2\04628.png,labels2\04628.png
5643,images2\03178.png,labels2\03178.png
13504,images5\11039.png,labels5\11039.png
9900,images3\07435.png,labels3\07435.png
